Date,Open,High,Low,Close,Adj Close,Volume
2017-01-24,67.230003,68.290001,66.849998,67.949997,66.315567,647000
2017-01-25,68.089996,68.449997,67.699997,68.339996,66.696190,613800
2017-01-26,68.500000,68.900002,68.279999,68.830002,67.174408,623600
2017-01-27,68.919998,68.930000,68.099998,68.360001,66.715714,727600
2017-01-30,68.040001,68.260002,67.430000,68.180000,66.540039,762800
2017-01-31,68.360001,70.610001,67.260002,70.540001,68.843277,1482700
2017-02-01,70.470001,71.889999,70.290001,70.750000,69.048225,1340600
2017-02-02,70.669998,71.209999,70.029999,70.669998,68.970146,829700
2017-02-03,71.000000,71.000000,70.040001,70.339996,68.648087,974200
2017-02-06,70.050003,70.309998,69.599998,69.739998,68.062515,869800
2017-02-07,69.980003,70.139999,68.930000,69.360001,67.691658,1371200
2017-02-08,69.300003,69.379997,68.620003,68.879997,67.223198,996000
2017-02-09,69.320000,69.470001,68.809998,69.099998,67.437912,557600
2017-02-10,69.110001,70.000000,69.080002,69.769997,68.091797,877600
2017-02-13,69.790001,70.860001,69.440002,70.699997,68.999420,840300
2017-02-14,70.699997,71.040001,70.500000,70.779999,69.077499,682600
2017-02-15,71.029999,71.629997,70.510002,71.250000,69.536194,877000
2017-02-16,71.330002,71.589996,70.720001,71.339996,69.624031,879400
2017-02-17,71.129997,71.650002,70.800003,71.510002,69.789948,2710400
2017-02-21,71.599998,71.860001,71.269997,71.370003,69.653313,973300
2017-02-22,71.239998,71.760002,71.059998,71.239998,69.526436,825800
2017-02-23,71.430000,71.730003,71.169998,71.449997,69.731384,547300
2017-02-24,71.080002,71.790001,71.050003,71.449997,69.731384,871800
2017-02-27,71.570000,71.570000,70.919998,71.150002,69.438599,767200
2017-02-28,71.180000,71.330002,70.690002,71.110001,69.399574,1356000
2017-03-01,72.000000,72.519997,71.809998,72.180000,70.443825,1293700
2017-03-02,72.180000,72.339996,71.150002,71.250000,69.536194,892900
2017-03-03,71.209999,71.580002,70.680000,71.089996,69.380028,1104100
2017-03-06,70.809998,71.559998,70.629997,71.360001,69.643555,877400
2017-03-07,71.440002,71.440002,70.730003,70.930000,69.223892,738700
2017-03-08,70.989998,71.330002,70.660004,70.730003,69.028709,827200
2017-03-09,71.040001,71.269997,70.709999,71.080002,69.370285,720800
2017-03-10,71.309998,71.570000,70.269997,70.959999,69.253166,1085200
2017-03-13,70.879997,71.019997,70.430000,70.779999,69.077499,1056200
2017-03-14,70.650002,70.940002,70.510002,70.709999,69.009186,691500
2017-03-15,70.690002,70.910004,70.360001,70.820000,69.430756,956000
2017-03-16,70.779999,71.260002,70.370003,71.160004,69.764084,1099200
2017-03-17,71.120003,71.459999,70.849998,70.879997,69.489571,1551600
2017-03-20,70.650002,71.029999,70.540001,70.769997,69.381721,632600
2017-03-21,71.050003,71.209999,69.690002,69.739998,68.371941,1142600
2017-03-22,69.809998,69.959999,69.389999,69.699997,68.332726,712700
2017-03-23,69.769997,70.220001,69.610001,69.730003,68.362137,839900
2017-03-24,69.919998,70.540001,69.680000,69.849998,68.479767,844700
2017-03-27,69.269997,69.400002,68.790001,69.010002,67.656258,525900
2017-03-28,68.980003,69.389999,68.599998,69.139999,67.783714,969400
2017-03-29,68.970001,69.010002,68.430000,68.669998,67.322922,601100
2017-03-30,68.699997,69.510002,68.519997,69.389999,68.028809,895000
2017-03-31,69.169998,69.639999,68.879997,69.449997,68.087624,900500
2017-04-03,69.279999,69.599998,68.830002,68.910004,67.558220,677800
2017-04-04,68.830002,68.940002,68.070000,68.629997,67.283722,800000
2017-04-05,69.019997,69.900002,68.550003,69.089996,67.734688,799700
2017-04-06,69.040001,69.639999,68.720001,69.129997,67.773903,538200
2017-04-07,68.769997,69.580002,68.739998,69.220001,67.862129,822300
2017-04-10,69.279999,69.709999,69.110001,69.360001,67.999390,676600
2017-04-11,69.070000,69.330002,68.510002,69.000000,67.646454,701700
2017-04-12,68.900002,68.910004,68.430000,68.680000,67.332733,685800
2017-04-13,68.580002,68.690002,67.919998,68.110001,66.773911,783400
2017-04-17,68.230003,69.099998,68.089996,69.080002,67.724892,597400
2017-04-18,68.809998,69.239998,68.430000,69.099998,67.744492,1041700
2017-04-19,69.419998,69.639999,69.070000,69.169998,67.813118,488600
2017-04-20,69.580002,70.209999,69.129997,70.120003,68.744484,685000
2017-04-21,69.970001,70.300003,69.660004,69.910004,68.538605,833600
2017-04-24,70.830002,70.989998,70.110001,70.449997,69.068001,1117200
2017-04-25,70.879997,70.970001,70.440002,70.529999,69.146439,760500
2017-04-26,70.220001,70.540001,68.930000,69.540001,68.175858,1873500
2017-04-27,69.419998,69.519997,68.279999,68.669998,67.322922,1561200
2017-04-28,68.650002,69.019997,68.360001,68.870003,67.519005,1047700
2017-05-01,69.239998,69.239998,68.430000,68.440002,67.097435,626700
2017-05-02,68.449997,68.639999,68.019997,68.360001,67.019012,570500
2017-05-03,68.339996,68.529999,67.279999,67.809998,66.479797,1213500
2017-05-04,68.099998,68.099998,67.300003,67.959999,66.626854,850000
2017-05-05,67.959999,68.070000,67.529999,67.910004,66.577843,579100
2017-05-08,67.900002,68.029999,66.739998,67.029999,65.715096,982800
2017-05-09,67.180000,67.400002,66.730003,66.750000,65.440598,1186400
2017-05-10,66.660004,66.820000,65.980003,66.750000,65.440598,984100
2017-05-11,66.750000,67.330002,66.279999,67.199997,65.881760,1359900
2017-05-12,67.010002,67.730003,66.970001,67.550003,66.224907,1067700
2017-05-15,67.440002,68.070000,67.440002,67.769997,66.440575,839600
2017-05-16,67.750000,67.839996,67.250000,67.370003,66.048439,766800
2017-05-17,66.769997,67.220001,66.620003,66.730003,65.420982,827400
2017-05-18,66.739998,66.930000,65.980003,66.739998,65.430779,1411900
2017-05-19,66.790001,67.510002,66.610001,67.440002,66.117058,937500
2017-05-22,67.699997,67.989998,67.370003,67.910004,66.577843,685300
2017-05-23,67.970001,68.139999,67.680000,67.930000,66.597443,427500
2017-05-24,68.160004,68.320000,67.660004,67.669998,66.342537,542500
2017-05-25,67.669998,68.330002,67.620003,68.190002,66.852348,411400
2017-05-26,68.150002,68.300003,67.540001,67.580002,66.254318,561600
2017-05-30,67.480003,67.709999,67.199997,67.419998,66.097450,618900
2017-05-31,67.680000,68.059998,67.290001,67.650002,66.322937,1148300
2017-06-01,68.050003,68.129997,67.379997,67.870003,66.538628,699400
2017-06-02,68.019997,68.019997,67.370003,67.500000,66.175880,521800
2017-06-05,67.510002,68.480003,67.510002,67.870003,66.538628,605100
2017-06-06,67.720001,68.320000,67.500000,68.260002,66.920975,630000
2017-06-07,68.540001,69.650002,68.349998,69.599998,68.234688,857500
2017-06-08,69.610001,70.489998,69.610001,70.209999,68.832718,969200
2017-06-09,70.809998,70.809998,70.279999,70.540001,69.156242,1120700
2017-06-12,70.459999,70.879997,70.309998,70.400002,69.018990,1020100
2017-06-13,70.480003,71.930000,70.480003,71.489998,70.087601,932600
2017-06-14,71.040001,71.419998,70.860001,71.050003,70.028473,1438800
2017-06-15,70.870003,71.050003,70.550003,70.949997,69.929901,1296300
2017-06-16,70.540001,71.190002,70.540001,71.160004,70.136887,1309300
2017-06-19,71.410004,71.449997,70.970001,71.139999,70.117180,861100
2017-06-20,70.949997,71.040001,70.169998,70.269997,69.259689,875500
2017-06-21,70.400002,70.430000,69.570000,69.760002,68.757027,628300
2017-06-22,69.760002,69.870003,69.449997,69.529999,68.530327,418900
2017-06-23,69.669998,69.959999,69.580002,69.860001,68.855583,898000
2017-06-26,69.930000,70.379997,69.809998,70.300003,69.289261,818800
2017-06-27,70.370003,70.970001,70.300003,70.680000,69.663795,582500
2017-06-28,70.940002,71.839996,70.790001,71.629997,70.600128,691800
2017-06-29,72.000000,72.139999,71.250000,71.540001,70.511429,764300
2017-06-30,71.580002,71.959999,71.480003,71.489998,70.462143,660200
2017-07-03,71.510002,72.279999,71.489998,71.650002,70.619850,473300
2017-07-05,71.690002,72.139999,71.540001,71.680000,70.649414,927300
2017-07-06,71.540001,71.669998,71.160004,71.260002,70.235451,629100
2017-07-07,71.400002,71.779999,70.940002,71.629997,70.600128,612500
2017-07-10,71.519997,71.830002,71.320000,71.339996,70.314301,462000
2017-07-11,71.300003,71.790001,71.000000,71.199997,70.176315,980100
2017-07-12,71.169998,71.519997,70.930000,71.330002,70.304451,556600
2017-07-13,71.500000,71.879997,71.269997,71.540001,70.511429,640900
2017-07-14,71.309998,71.680000,70.660004,71.059998,70.038330,508600
2017-07-17,71.019997,71.800003,70.730003,71.489998,70.462143,902100
2017-07-18,71.360001,71.790001,71.070000,71.699997,70.669121,562200
2017-07-19,71.699997,71.879997,71.400002,71.809998,70.777534,526400
2017-07-20,71.820000,72.150002,71.709999,72.019997,70.984520,590600
2017-07-21,71.949997,72.790001,71.949997,72.739998,71.694168,846300
2017-07-24,72.389999,72.769997,72.389999,72.639999,71.595604,485600
2017-07-25,73.029999,73.349998,72.570000,72.739998,71.694168,780900
2017-07-26,69.760002,74.529999,69.519997,74.449997,73.379585,987600
2017-07-27,74.500000,75.230003,73.699997,74.330002,73.261322,1269000
2017-07-28,74.320000,74.739998,74.110001,74.370003,73.300735,518300
2017-07-31,74.449997,74.650002,74.269997,74.370003,73.300735,646700
2017-08-01,74.430000,74.820000,74.110001,74.779999,73.704842,708500
2017-08-02,74.760002,74.919998,74.379997,74.669998,73.596420,388100
2017-08-03,74.589996,75.269997,74.529999,75.089996,74.010384,558200
2017-08-04,75.500000,75.680000,74.940002,75.110001,74.030098,771500
2017-08-07,75.269997,75.559998,74.980003,75.010002,73.931541,483800
2017-08-08,75.089996,75.389999,74.970001,75.250000,74.168083,420500
2017-08-09,74.839996,76.279999,74.680000,76.250000,75.153702,577700
2017-08-10,76.029999,76.790001,75.589996,75.919998,74.828453,750700
2017-08-11,76.160004,76.379997,75.410004,75.500000,74.414490,673600
2017-08-14,75.959999,76.910004,75.940002,76.800003,75.695808,706500
2017-08-15,77.089996,77.199997,76.830002,77.000000,75.892929,782600
2017-08-16,77.300003,77.750000,77.029999,77.120003,76.011208,601700
2017-08-17,77.050003,77.440002,76.190002,76.279999,75.183273,560100
2017-08-18,76.129997,76.199997,74.620003,74.910004,73.832977,1542000
2017-08-21,74.900002,75.440002,74.669998,75.290001,74.207512,942500
2017-08-22,75.580002,76.669998,75.419998,76.440002,75.340981,693800
2017-08-23,76.129997,76.129997,75.610001,75.690002,74.601761,690200
2017-08-24,75.900002,75.900002,74.910004,74.940002,73.862549,854600
2017-08-25,75.250000,76.150002,75.250000,75.750000,74.660889,560400
2017-08-28,76.000000,76.150002,75.379997,75.629997,74.542610,546200
2017-08-29,75.129997,75.379997,74.870003,75.209999,74.128662,766300
2017-08-30,75.150002,75.529999,75.050003,75.080002,74.000534,585800
2017-08-31,75.169998,75.760002,75.169998,75.379997,74.296219,586700
2017-09-01,75.480003,75.690002,75.190002,75.370003,74.286362,550400
2017-09-05,75.370003,75.370003,73.699997,74.379997,73.310593,1049900
2017-09-06,74.639999,75.080002,74.150002,74.190002,73.123322,799500
2017-09-07,74.220001,74.349998,73.349998,73.720001,72.660080,1098100
2017-09-08,73.750000,74.750000,73.750000,74.349998,73.281029,842800
2017-09-11,74.639999,75.160004,74.059998,74.169998,73.103607,1443700
2017-09-12,73.900002,75.040001,73.769997,75.029999,73.951256,536400
2017-09-13,74.910004,75.089996,74.500000,74.739998,73.665421,644900
2017-09-14,74.339996,74.739998,74.300003,74.699997,74.002235,1198300
2017-09-15,74.730003,75.199997,74.410004,74.750000,74.051773,1423300
2017-09-18,74.809998,75.279999,74.610001,75.089996,74.388596,973700
2017-09-19,75.279999,76.440002,75.269997,76.320000,75.607109,882400
2017-09-20,75.889999,76.889999,75.660004,76.739998,76.023186,1076600
2017-09-21,76.830002,76.830002,75.379997,76.099998,75.389160,846300
2017-09-22,76.080002,76.669998,75.910004,76.419998,75.706177,473800
2017-09-25,76.430000,77.150002,75.900002,77.120003,76.399643,886300
2017-09-26,77.470001,77.500000,76.330002,76.370003,75.656639,519600
2017-09-27,76.860001,77.459999,76.699997,77.129997,76.409538,577800
2017-09-28,77.099998,78.309998,76.980003,77.629997,76.904869,699900
2017-09-29,77.570000,77.830002,77.010002,77.570000,76.845436,572700
2017-10-02,77.669998,77.820000,77.150002,77.790001,77.063377,693100
2017-10-03,77.620003,78.000000,77.150002,77.750000,77.023750,856900
2017-10-04,77.540001,77.650002,77.110001,77.570000,76.845436,678600
2017-10-05,77.730003,78.070000,77.419998,77.650002,76.924690,708200
2017-10-06,77.730003,77.849998,73.709999,73.900002,73.209717,2600800
2017-10-09,73.500000,75.300003,73.430000,74.500000,73.804108,2026200
2017-10-10,74.339996,74.790001,73.639999,74.559998,73.863548,1245300
2017-10-11,74.660004,75.690002,74.379997,75.629997,74.923546,1368500
2017-10-12,75.709999,75.750000,74.720001,74.910004,74.210281,1308300
2017-10-13,74.800003,74.949997,74.099998,74.339996,73.645599,1148700
2017-10-16,74.339996,74.500000,73.750000,74.110001,73.417755,912400
2017-10-17,74.190002,74.910004,73.980003,74.709999,74.012146,981600
2017-10-18,74.680000,74.919998,74.190002,74.599998,73.903168,1691900
2017-10-19,73.930000,74.040001,72.410004,72.940002,72.258682,1995200
2017-10-20,73.019997,73.470001,72.199997,72.919998,72.238869,1934100
2017-10-23,72.879997,73.580002,72.629997,73.489998,72.803543,1300500
2017-10-24,73.750000,73.940002,73.239998,73.449997,72.763916,1325500
2017-10-25,72.709999,73.620003,72.349998,72.440002,71.763351,1951100
2017-10-26,72.610001,72.870003,72.010002,72.290001,71.614754,1463800
2017-10-27,72.660004,72.660004,71.769997,72.339996,71.664284,1321500
2017-10-30,72.290001,73.129997,72.059998,72.400002,71.723724,1894900
2017-10-31,72.400002,72.839996,71.949997,72.650002,71.971397,1027600
2017-11-01,73.019997,73.019997,72.360001,72.410004,71.733635,725100
2017-11-02,72.339996,73.430000,72.070000,73.169998,72.486534,1063900
2017-11-03,73.089996,73.139999,72.330002,72.400002,71.723724,686500
2017-11-06,72.220001,72.459999,71.830002,71.970001,71.297745,627300
2017-11-07,71.800003,72.769997,71.650002,72.019997,71.347267,1211200
2017-11-08,72.120003,72.910004,71.949997,72.739998,72.060547,633600
2017-11-09,72.559998,73.790001,72.150002,73.730003,73.041306,1001400
2017-11-10,73.449997,73.760002,72.949997,73.570000,72.882790,1196000
2017-11-13,73.639999,75.889999,73.320000,75.410004,74.705612,1349600
2017-11-14,75.309998,76.010002,75.029999,75.970001,75.260384,1073100
2017-11-15,75.930000,76.440002,75.650002,75.930000,75.220749,1292300
2017-11-16,76.000000,76.239998,75.790001,75.970001,75.260384,901300
2017-11-17,76.000000,76.180000,75.760002,75.949997,75.240562,1043800
2017-11-20,75.949997,77.150002,75.949997,76.889999,76.171783,1048000
2017-11-21,77.129997,77.360001,76.930000,77.239998,76.518517,769000
2017-11-22,77.370003,77.370003,76.970001,77.169998,76.449165,746600
2017-11-24,77.300003,77.430000,77.080002,77.250000,76.528419,236600
2017-11-27,77.480003,77.739998,77.080002,77.230003,76.508614,405600
2017-11-28,77.449997,78.419998,77.080002,78.339996,77.608231,980300
2017-11-29,78.550003,79.680000,78.309998,78.559998,77.826187,1347500
2017-11-30,78.980003,79.849998,78.699997,79.160004,78.420586,1094800
2017-12-01,79.459999,79.720001,78.750000,79.260002,78.519646,752200
2017-12-04,80.000000,80.000000,78.690002,78.930000,78.192726,1146600
2017-12-05,78.900002,79.139999,78.209999,78.510002,77.776657,842000
2017-12-06,78.739998,79.169998,78.129997,78.320000,77.588425,686000
2017-12-07,78.379997,78.540001,76.760002,77.790001,77.063377,1103900
2017-12-08,77.940002,78.809998,77.480003,78.779999,78.044128,667500
2017-12-11,79.199997,80.139999,78.989998,79.220001,78.480019,907700
2017-12-12,79.209999,79.629997,78.839996,79.269997,78.529549,703400
2017-12-13,79.260002,79.500000,78.129997,78.209999,77.479454,695400
2017-12-14,78.099998,78.489998,77.360001,77.470001,77.121078,567200
2017-12-15,77.940002,78.110001,77.320000,77.510002,77.160896,1337500
2017-12-18,77.849998,77.900002,76.849998,76.970001,76.623329,772100
2017-12-19,77.070000,77.320000,76.010002,76.110001,75.767204,1047700
2017-12-20,76.379997,76.720001,74.949997,75.050003,74.711983,861900
2017-12-21,75.290001,75.709999,75.129997,75.400002,75.060402,799500
2017-12-22,75.610001,76.129997,75.349998,76.089996,75.747292,796500
2017-12-26,76.250000,76.250000,75.839996,76.129997,75.787109,520700
2017-12-27,76.180000,76.830002,76.029999,76.339996,75.996162,662800
2017-12-28,76.349998,76.739998,76.300003,76.669998,76.324677,469800
2017-12-29,76.800003,77.169998,76.599998,76.830002,76.483963,923300
2018-01-02,77.150002,77.320000,76.470001,76.739998,76.394363,1129000
2018-01-03,76.639999,77.870003,76.580002,77.660004,77.310226,1013700
2018-01-04,77.639999,78.959999,77.540001,78.690002,78.335587,980900
2018-01-05,79.010002,79.550003,78.699997,79.209999,78.853241,933500
2018-01-08,79.260002,80.529999,79.199997,79.959999,79.599861,848200
2018-01-09,80.150002,80.750000,80.089996,80.169998,79.808914,603900
2018-01-10,80.400002,81.379997,80.139999,81.230003,80.864143,929500
2018-01-11,81.300003,81.300003,79.959999,80.459999,80.097610,726600
2018-01-12,80.709999,81.550003,80.260002,81.430000,81.063240,923400
2018-01-16,81.879997,82.150002,80.230003,80.419998,80.057793,718800
2018-01-17,80.830002,80.830002,80.320000,80.459999,80.097610,681100
2018-01-18,80.199997,80.239998,78.900002,79.830002,79.470451,1722800
2018-01-19,79.959999,80.339996,79.830002,80.070000,79.709366,675600
2018-01-22,80.400002,80.660004,80.110001,80.629997,80.266846,812800
2018-01-23,80.690002,80.849998,79.790001,80.209999,79.848740,477100
2018-01-24,80.519997,81.320000,79.930000,81.169998,80.804413,799300
2018-01-25,81.279999,81.849998,80.849998,81.180000,80.814369,730800
2018-01-26,81.400002,81.400002,80.769997,81.360001,80.993561,502900
2018-01-29,81.360001,82.339996,81.260002,81.650002,81.282249,1568100
2018-01-30,81.489998,82.220001,81.370003,81.849998,81.481346,1486000
2018-01-31,82.050003,83.290001,80.529999,80.910004,80.545586,1800700
2018-02-01,80.309998,82.160004,80.150002,81.370003,81.003517,1277900
2018-02-02,81.040001,81.800003,80.279999,80.339996,79.978149,1496000
2018-02-05,79.589996,80.980003,77.199997,77.470001,77.121078,2095700
2018-02-06,74.910004,78.010002,72.980003,77.720001,77.369949,2973800
2018-02-07,77.519997,78.650002,77.239998,77.269997,76.921974,1454100
2018-02-08,77.169998,77.930000,74.800003,75.209999,74.871254,1653500
2018-02-09,75.220001,76.660004,73.830002,76.110001,75.767204,1677700
2018-02-12,77.050003,78.139999,77.040001,77.559998,77.210670,1139400
2018-02-13,77.379997,78.660004,77.059998,78.500000,78.146439,855200
2018-02-14,78.199997,79.860001,77.900002,79.760002,79.400764,1245900
2018-02-15,80.440002,80.680000,78.599998,80.379997,80.017967,876800
2018-02-16,79.919998,80.300003,78.860001,79.019997,78.664093,1073300
2018-02-20,78.849998,80.440002,78.550003,78.800003,78.445091,1158800
2018-02-21,79.059998,80.660004,78.839996,79.120003,78.763649,895500
2018-02-22,79.320000,79.660004,77.959999,78.199997,77.847786,490600
2018-02-23,78.660004,80.500000,78.519997,80.480003,80.117523,1438800
2018-02-26,81.080002,81.720001,80.660004,81.660004,81.292213,1130000
2018-02-27,81.739998,82.540001,81.230003,81.690002,81.322075,1047300
2018-02-28,82.129997,82.709999,80.739998,80.750000,80.386307,706400
2018-03-01,81.000000,81.000000,79.220001,79.599998,79.241486,660200
2018-03-02,79.279999,80.779999,79.050003,80.589996,80.227020,461200
2018-03-05,80.190002,81.940002,79.989998,81.769997,81.401711,541300
2018-03-06,82.570000,84.470001,82.040001,83.910004,83.532074,1232700
2018-03-07,83.050003,84.110001,83.029999,83.949997,83.571892,555000
2018-03-08,84.220001,85.010002,83.639999,84.860001,84.477791,629000
2018-03-09,85.410004,86.669998,85.089996,86.529999,86.140274,680500
2018-03-12,86.720001,87.000000,85.180000,85.889999,85.503151,829200
2018-03-13,86.470001,86.470001,85.019997,85.250000,84.866035,478800
2018-03-14,85.599998,85.639999,84.099998,84.370003,83.990005,548600
2018-03-15,84.360001,84.360001,83.540001,84.080002,84.080002,658100
2018-03-16,84.190002,84.489998,83.559998,83.970001,83.970001,1210400
2018-03-19,83.919998,84.199997,82.860001,83.620003,83.620003,490900
2018-03-20,84.010002,84.739998,83.730003,84.150002,84.150002,908800
2018-03-21,84.120003,84.889999,83.989998,84.209999,84.209999,544500
2018-03-22,83.610001,84.129997,81.919998,82.019997,82.019997,684700
2018-03-23,82.209999,82.650002,80.620003,80.720001,80.720001,720300
2018-03-26,81.940002,83.709999,81.769997,83.500000,83.500000,850100
2018-03-27,83.709999,84.459999,81.389999,81.919998,81.919998,1379800
2018-03-28,81.940002,84.730003,81.940002,83.489998,83.489998,1489300
2018-03-29,84.370003,86.610001,84.019997,86.220001,86.220001,1436000
2018-04-02,86.220001,86.410004,84.459999,85.529999,85.529999,1627600
2018-04-03,85.580002,86.709999,85.099998,86.650002,86.650002,1639100
2018-04-04,85.410004,86.400002,85.139999,86.220001,86.220001,1274200
2018-04-05,86.500000,86.940002,86.010002,86.309998,86.309998,1058100
2018-04-06,85.900002,86.190002,84.489998,85.199997,85.199997,936000
2018-04-09,85.459999,86.660004,84.959999,85.290001,85.290001,599400
2018-04-10,86.139999,86.410004,85.029999,85.949997,85.949997,795000
2018-04-11,85.330002,86.220001,85.160004,85.750000,85.750000,762700
2018-04-12,85.559998,87.029999,85.559998,86.620003,86.620003,828600
2018-04-13,86.820000,86.930000,85.690002,85.930000,85.930000,566400
2018-04-16,86.500000,86.980003,85.809998,85.980003,85.980003,773800
2018-04-17,86.480003,86.839996,85.769997,85.900002,85.900002,1326500
2018-04-18,86.349998,86.349998,85.599998,85.650002,85.650002,853300
2018-04-19,85.940002,87.230003,85.730003,86.940002,86.940002,670100
2018-04-20,87.000000,87.660004,86.750000,87.419998,87.419998,1032800
2018-04-23,87.419998,87.589996,86.389999,86.949997,86.949997,767600
2018-04-24,87.320000,87.660004,85.849998,86.250000,86.250000,1758800
2018-04-25,86.320000,87.970001,85.870003,87.790001,87.790001,1097400
2018-04-26,88.349998,88.680000,87.419998,88.160004,88.160004,1367000

